orfid	yORF	gene name	GFP tagged?	GFP visualized?	TAP visualized?	abundance	error	localization summary	ambiguous	mitochondrion	vacuole	spindle pole	cell periphery	punctate composite	vacuolar membrane	ER	nuclear periphery	endosome	bud neck	microtubule	Golgi	late Golgi	peroxisome	actin	nucleolus	cytoplasm	ER to Golgi	early Golgi	lipid particle	nucleus	bud	
5635	YBR008C	FLR1	tagged	visualized	not TAP visualized	not visualized	NA	cell periphery,vacuole	F	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4969	YBR009C	HHF1	tagged	visualized	TAP visualized	524000	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
4418	YBR010W	HHT1	tagged	visualized	TAP visualized	213000	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3173	YBR011C	IPP1	tagged	visualized	TAP visualized	68400	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3831	YBR014C		tagged	visualized	not TAP visualized	not visualized	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5562	YBR015C	MNN2	tagged	visualized	TAP visualized	6730	NA	Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F		
4521	YBR016W		tagged	visualized	TAP visualized	1760	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
460	YBR017C	KAP104	tagged	visualized	TAP visualized	2130	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5284	YBR023C	CHS3	tagged	visualized	TAP visualized	1510	NA	late Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F		
2347	YBR025C		tagged	visualized	TAP visualized	36800	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2439	YBR026C	ETR1	tagged	visualized	TAP visualized	1560	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1556	YBR028C		tagged	visualized	TAP visualized	1470	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1443	YBR030W		tagged	visualized	TAP visualized	7880	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2577	YBR031W	RPL4A	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2669	YBR034C	HMT1	tagged	visualized	TAP visualized	37600	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5805	YBR036C	CSG2	tagged	visualized	TAP visualized	technical problem	NA	ER,vacuole	F	F	T	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5989	YBR037C	SCO1	tagged	visualized	TAP visualized	2550	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5950	YBR039W	ATP3	tagged	visualized	TAP visualized	28100	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5517	YBR041W	FAT1	tagged	visualized	TAP visualized	16900	NA	lipid particle	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F		
5821	YBR042C		tagged	visualized	TAP visualized	2010	NA	lipid particle	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F		
5471	YBR043C	AQR2	tagged	visualized	TAP visualized	279	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2795	YBR046C	ZTA1	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4061	YBR047W		tagged	visualized	TAP visualized	2160	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2849	YBR048W	RPS11B	tagged	visualized	TAP visualized	1200	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
643	YBR049C	REB1	tagged	visualized	TAP visualized	7510	531.0	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3773	YBR052C		tagged	visualized	TAP visualized	7060	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5893	YBR054W	YRO2	tagged	visualized	TAP visualized	1950	NA	cell periphery,bud	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T		
485	YBR055C	PRP6	tagged	visualized	TAP visualized	2250	295.0	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1687	YBR056W		tagged	visualized	TAP visualized	1960	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2543	YBR057C	MUM2	tagged	visualized	TAP visualized	3400	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
661	YBR058C	UBP14	tagged	visualized	TAP visualized	3040	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
6219	YBR058C-A	TSC3	tagged	visualized	not TAP visualized	not visualized	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
268	YBR059C	AKL1	tagged	visualized	TAP visualized	3000	NA	bud neck,cytoplasm,cell periphery	F	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F		
1156	YBR060C	ORC2	tagged	visualized	TAP visualized	1700	82.5	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2974	YBR061C	TRM7	tagged	visualized	TAP visualized	4110	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2559	YBR065C	ECM2	tagged	visualized	TAP visualized	4260	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3692	YBR066C	NRG2	tagged	visualized	TAP visualized	704	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3774	YBR067C	TIP1	tagged	visualized	TAP visualized	35600	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5542	YBR068C	BAP2	tagged	visualized	TAP visualized	8660	NA	cell periphery,vacuole	F	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5524	YBR069C	TAT1	tagged	visualized	TAP visualized	504	NA	cell periphery,bud	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T		
6055	YBR070C		tagged	visualized	TAP visualized	339	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3764	YBR071W		tagged	visualized	TAP visualized	1200	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3741	YBR072W	HSP26	tagged	visualized	TAP visualized	19300	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
413	YBR073W	RDH54	tagged	visualized	TAP visualized	1270	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
4168	YBR077C		tagged	visualized	TAP visualized	3490	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
405	YBR079C	RPG1	tagged	visualized	TAP visualized	52700	4350.0	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5428	YBR080C	SEC18	tagged	visualized	TAP visualized	5920	1230.0	Golgi,early Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F		
144	YBR081C	SPT7	tagged	visualized	TAP visualized	2360	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
4031	YBR082C	UBC4	tagged	visualized	TAP visualized	13500	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1771	YBR083W	TEC1	tagged	visualized	TAP visualized	530	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2607	YBR084C-A	RPL19A	tagged	visualized	TAP visualized	97700	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
391	YBR084W	MIS1	tagged	visualized	TAP visualized	11400	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5107	YBR085C-A		tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5964	YBR085W	AAC3	tagged	visualized	TAP visualized	1080	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5340	YBR086C	IST2	tagged	visualized	TAP visualized	technical problem	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2628	YBR087W	RFC5	tagged	visualized	TAP visualized	5040	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3387	YBR088C	POL30	tagged	visualized	not TAP visualized	not visualized	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5059	YBR089C-A	NHP6B	tagged	visualized	TAP visualized	4590	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3529	YBR090C		tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1877	YBR092C	PHO3	tagged	visualized	TAP visualized	952	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1878	YBR093C	PHO5	tagged	visualized	TAP visualized	1110	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
767	YBR094W		tagged	visualized	TAP visualized	1770	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1973	YBR095C	RXT2	tagged	visualized	TAP visualized	1630	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3623	YBR096W		tagged	visualized	TAP visualized	1950	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5257	YBR097W	VPS15	tagged	visualized	TAP visualized	279	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
4790	YBR100W		tagged	visualized	TAP visualized	low signal	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3149	YBR101C	FES1	tagged	visualized	TAP visualized	13100	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
768	YBR102C	EXO84	tagged	visualized	not TAP visualized	not visualized	NA	ambiguous,bud neck,cell periphery,bud	T	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T		
1506	YBR103W	SIF2	tagged	visualized	TAP visualized	1620	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5911	YBR104W	YMC2	tagged	visualized	TAP visualized	1050	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5872	YBR105C	VID24	tagged	visualized	TAP visualized	6650	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3966	YBR106W	PHO88	tagged	visualized	TAP visualized	61800	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3498	YBR107C	IML3	tagged	visualized	TAP visualized	125	NA	nucleus,spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
4303	YBR109C	CMD1	tagged	visualized	not TAP visualized	not visualized	NA	bud neck,cell periphery,bud	F	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T		
5762	YBR110W	ALG1	tagged	visualized	TAP visualized	1890	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3614	YBR111C	YSA1	tagged	visualized	TAP visualized	7330	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
403	YBR112C	CYC8	tagged	visualized	TAP visualized	3890	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
685	YBR114W	RAD16	tagged	visualized	TAP visualized	358	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
124	YBR115C	LYS2	tagged	visualized	TAP visualized	7430	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
955	YBR117C	TKL2	tagged	visualized	TAP visualized	149	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1940	YBR118W	TEF2	tagged	visualized	TAP visualized	450	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2839	YBR119W	MUD1	tagged	visualized	TAP visualized	2950	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
4169	YBR120C	CBP6	tagged	visualized	TAP visualized	2130	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
996	YBR121C	GRS1	tagged	visualized	TAP visualized	98400	12100.0	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3908	YBR122C	MRPL36	tagged	visualized	TAP visualized	low signal	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1049	YBR123C	TFC1	tagged	visualized	TAP visualized	15800	1080.0	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2359	YBR125C	PTC4	tagged	visualized	TAP visualized	149	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1718	YBR126C	TPS1	tagged	visualized	TAP visualized	10900	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5684	YBR127C	VMA2	tagged	visualized	TAP visualized	131000	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2829	YBR129C	OPY1	tagged	visualized	TAP visualized	1560	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2164	YBR130C	SHE3	tagged	visualized	TAP visualized	1010	NA	ambiguous,cytoplasm,cell periphery,bud	T	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T		
883	YBR131W	CCZ1	tagged	visualized	TAP visualized	2870	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
5563	YBR132C	AGP2	tagged	visualized	not TAP visualized	not visualized	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
611	YBR133C	HSL7	tagged	visualized	TAP visualized	1180	NA	bud neck,cytoplasm	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F		
4272	YBR135W	CKS1	tagged	visualized	TAP visualized	8780	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4034	YBR137W		tagged	visualized	TAP visualized	1200	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1563	YBR138C	HDR1	tagged	visualized	TAP visualized	195	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1644	YBR139W		tagged	visualized	TAP visualized	1420	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5216	YBR140C	IRA1	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2775	YBR141C		tagged	visualized	TAP visualized	623	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
719	YBR142W	MAK5	tagged	visualized	TAP visualized	981	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
2070	YBR143C	SUP45	tagged	visualized	TAP visualized	13100	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2649	YBR145W	ADH5	tagged	visualized	TAP visualized	1310	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2705	YBR149W	ARA1	tagged	visualized	TAP visualized	30200	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
281	YBR150C	TBS1	tagged	visualized	TAP visualized	573	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2928	YBR151W	APD1	tagged	visualized	TAP visualized	2000	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3137	YBR152W	SPP381	tagged	visualized	TAP visualized	2510	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2403	YBR155W	CNS1	tagged	visualized	TAP visualized	672	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
901	YBR156C	SLI15	tagged	visualized	TAP visualized	319	NA	nucleus,microtubule	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	T	F		
1459	YBR158W	AMN1	tagged	visualized	TAP visualized	2020	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5887	YBR159W		tagged	visualized	TAP visualized	41900	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3071	YBR160W	CDC28	tagged	visualized	TAP visualized	6670	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2460	YBR161W		tagged	visualized	TAP visualized	195	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1960	YBR162C	TOS1	tagged	visualized	TAP visualized	12300	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5161	YBR162W-A	YSY6	tagged	visualized	TAP visualized	846	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1283	YBR163W	DEM1	tagged	visualized	TAP visualized	1420	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6142	YBR164C	ARL1	tagged	visualized	TAP visualized	5190	NA	punctate composite,early Golgi	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F		
1985	YBR166C	TYR1	tagged	visualized	TAP visualized	2180	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4381	YBR167C	POP7	tagged	visualized	TAP visualized	low signal	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2232	YBR168W		tagged	visualized	TAP visualized	technical problem	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
912	YBR169C	SSE2	tagged	visualized	TAP visualized	6300	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1310	YBR170C	NPL4	tagged	visualized	TAP visualized	1050	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
6116	YBR171W	SEC66	tagged	visualized	TAP visualized	7820	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
686	YBR172C	SMY2	tagged	visualized	TAP visualized	486	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4290	YBR173C	UMP1	tagged	visualized	TAP visualized	2740	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2935	YBR175W	SWD3	tagged	visualized	TAP visualized	technical problem	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2954	YBR176W	ECM31	tagged	visualized	TAP visualized	1420	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1993	YBR177C	EHT1	tagged	visualized	TAP visualized	2550	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5381	YBR179C	FZO1	tagged	visualized	TAP visualized	1010	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2635	YBR181C	RPS6B	tagged	visualized	TAP visualized	38800	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
6017	YBR185C	MBA1	tagged	visualized	TAP visualized	2720	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6013	YBR187W		tagged	visualized	TAP visualized	2170	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4382	YBR188C	NTC20	tagged	visualized	TAP visualized	1430	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2807	YBR189W	RPS9B	tagged	visualized	TAP visualized	63300	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3160	YBR191W	RPL21A	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3668	YBR193C	MED8	tagged	visualized	TAP visualized	937	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4594	YBR194W	SOY1	tagged	visualized	TAP visualized	low signal	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2181	YBR195C	MSI1	tagged	visualized	TAP visualized	149	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1429	YBR196C	PGI1	tagged	visualized	TAP visualized	91600	34200.0	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3712	YBR197C		tagged	visualized	TAP visualized	1360	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
670	YBR198C	TAF5	tagged	visualized	TAP visualized	14800	203.0	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5747	YBR199W	KTR4	tagged	visualized	TAP visualized	5240	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1447	YBR200W	BEM1	tagged	visualized	TAP visualized	6490	NA	ambiguous,bud neck,cell periphery,bud	T	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T		
576	YBR202W	CDC47	tagged	visualized	TAP visualized	166	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5811	YBR205W	KTR3	tagged	visualized	TAP visualized	704	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5746	YBR207W	FTH1	tagged	visualized	TAP visualized	486	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
41	YBR208C	DUR1,2	tagged	visualized	TAP visualized	952	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2869	YBR211C	AME1	tagged	visualized	TAP visualized	1630	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
979	YBR212W	NGR1	tagged	visualized	TAP visualized	1540	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1540	YBR214W	SDS24	tagged	visualized	TAP visualized	2840	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1145	YBR215W	HPC2	tagged	visualized	TAP visualized	238	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
975	YBR216C	YBP1	tagged	visualized	TAP visualized	3060	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
212	YBR218C	PYC2	tagged	visualized	TAP visualized	17000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2544	YBR221C	PDB1	tagged	visualized	TAP visualized	9970	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
